top_k,algorithm_type,jaccard_similarity_value,user
15,hybrid,0.30434782608695654,500.0
15,compact,0.25,501.0
15,hybrid,0.30434782608695654,501.0
15,compact,0.25,502.0
15,hybrid,0.15384615384615385,502.0
15,compact,0.36363636363636365,503.0
15,hybrid,0.30434782608695654,503.0
15,compact,0.30434782608695654,504.0
15,hybrid,0.36363636363636365,504.0
15,compact,0.25,505.0
15,hybrid,0.30434782608695654,505.0
15,compact,0.15384615384615385,506.0
15,hybrid,0.30434782608695654,506.0
15,compact,0.15384615384615385,507.0
15,hybrid,0.2,507.0
15,compact,0.30434782608695654,508.0
15,hybrid,0.30434782608695654,508.0
15,compact,0.25,509.0
15,hybrid,0.36363636363636365,509.0
15,compact,0.42857142857142855,510.0
15,hybrid,0.5,510.0
15,compact,0.30434782608695654,511.0
15,hybrid,0.30434782608695654,511.0
15,compact,0.6666666666666666,512.0
15,hybrid,0.5789473684210527,512.0
15,compact,0.2,513.0
15,hybrid,0.15384615384615385,513.0
15,compact,0.30434782608695654,514.0
15,hybrid,0.36363636363636365,514.0
15,compact,0.36363636363636365,515.0
15,hybrid,0.25,515.0
15,compact,0.2,516.0
15,hybrid,0.30434782608695654,516.0
15,compact,0.30434782608695654,517.0
15,hybrid,0.25,517.0
15,compact,0.07142857142857142,518.0
15,hybrid,0.25,518.0
15,compact,0.42857142857142855,519.0
15,hybrid,0.36363636363636365,519.0
15,compact,0.25,520.0
15,hybrid,0.2,520.0
15,compact,0.5789473684210527,521.0
15,hybrid,0.5789473684210527,521.0
15,compact,0.5,522.0
15,hybrid,0.36363636363636365,522.0
15,compact,0.36363636363636365,523.0
15,hybrid,0.36363636363636365,523.0
15,compact,0.25,524.0
15,hybrid,0.25,524.0
15,compact,0.15384615384615385,525.0
15,hybrid,0.15384615384615385,525.0
15,compact,0.30434782608695654,526.0
15,hybrid,0.30434782608695654,526.0
15,compact,0.36363636363636365,527.0
15,hybrid,0.36363636363636365,527.0
15,compact,0.30434782608695654,528.0
15,hybrid,0.2,528.0
15,compact,0.30434782608695654,529.0
15,hybrid,0.25,529.0
15,compact,0.25,530.0
15,hybrid,0.25,530.0
15,compact,0.25,531.0
15,hybrid,0.36363636363636365,531.0
15,compact,0.2,532.0
15,hybrid,0.2,532.0
15,compact,0.30434782608695654,533.0
15,hybrid,0.36363636363636365,533.0
15,compact,0.36363636363636365,534.0
15,hybrid,0.30434782608695654,534.0
15,compact,0.5,535.0
15,hybrid,0.5,535.0
15,compact,0.2,536.0
15,hybrid,0.2,536.0
15,compact,0.30434782608695654,537.0
15,hybrid,0.30434782608695654,537.0
15,compact,0.42857142857142855,538.0
15,hybrid,0.42857142857142855,538.0
15,compact,0.25,539.0
15,hybrid,0.36363636363636365,539.0
15,compact,0.25,540.0
15,hybrid,0.30434782608695654,540.0
15,compact,0.15384615384615385,541.0
15,hybrid,0.36363636363636365,541.0
15,compact,0.25,542.0
15,hybrid,0.25,542.0
15,compact,0.30434782608695654,543.0
15,hybrid,0.30434782608695654,543.0
15,compact,0.36363636363636365,544.0
15,hybrid,0.5,544.0
15,compact,0.30434782608695654,545.0
15,hybrid,0.42857142857142855,545.0
15,compact,0.30434782608695654,546.0
15,hybrid,0.30434782608695654,546.0
15,compact,0.2,547.0
15,hybrid,0.15384615384615385,547.0
15,compact,0.2,548.0
15,hybrid,0.30434782608695654,548.0
15,compact,0.30434782608695654,549.0
15,hybrid,0.42857142857142855,549.0
15,compact,0.2,550.0
15,hybrid,0.25,550.0
15,compact,0.2,551.0
15,hybrid,0.25,551.0
15,compact,0.25,552.0
15,hybrid,0.36363636363636365,552.0
15,compact,0.25,553.0
15,hybrid,0.42857142857142855,553.0
15,compact,0.25,554.0
15,hybrid,0.36363636363636365,554.0
15,compact,0.2,555.0
15,hybrid,0.42857142857142855,555.0
15,compact,0.15384615384615385,556.0
15,hybrid,0.30434782608695654,556.0
15,compact,0.2,557.0
15,hybrid,0.25,557.0
15,compact,0.5,558.0
15,hybrid,0.42857142857142855,558.0
15,compact,0.25,559.0
15,hybrid,0.25,559.0
15,compact,0.2,560.0
15,hybrid,0.42857142857142855,560.0
15,compact,0.25,561.0
15,hybrid,0.25,561.0
15,compact,0.15384615384615385,562.0
15,hybrid,0.15384615384615385,562.0
15,compact,0.07142857142857142,563.0
15,hybrid,0.1111111111111111,563.0
15,compact,0.5789473684210527,564.0
15,hybrid,0.5,564.0
15,compact,0.30434782608695654,565.0
15,hybrid,0.2,565.0
15,compact,0.07142857142857142,566.0
15,hybrid,0.42857142857142855,566.0
15,compact,0.36363636363636365,567.0
15,hybrid,0.30434782608695654,567.0
15,compact,0.30434782608695654,568.0
15,hybrid,0.25,568.0
15,compact,0.30434782608695654,569.0
15,hybrid,0.5,569.0
15,compact,0.25,570.0
15,hybrid,0.36363636363636365,570.0
15,compact,0.5,571.0
15,hybrid,0.42857142857142855,571.0
15,compact,0.30434782608695654,572.0
15,hybrid,0.30434782608695654,572.0
15,compact,0.1111111111111111,573.0
15,hybrid,0.15384615384615385,573.0
15,compact,0.25,574.0
15,hybrid,0.2,574.0
15,compact,0.15384615384615385,575.0
15,hybrid,0.1111111111111111,575.0
15,compact,0.30434782608695654,576.0
15,hybrid,0.2,576.0
15,compact,0.30434782608695654,577.0
15,hybrid,0.15384615384615385,577.0
15,compact,0.25,578.0
15,hybrid,0.25,578.0
15,compact,0.25,579.0
15,hybrid,0.42857142857142855,579.0
15,compact,0.034482758620689655,580.0
15,hybrid,0.15384615384615385,580.0
15,compact,0.30434782608695654,581.0
15,hybrid,0.1111111111111111,581.0
15,compact,0.42857142857142855,582.0
15,hybrid,0.25,582.0
15,compact,0.42857142857142855,583.0
15,hybrid,0.5,583.0
15,compact,0.30434782608695654,584.0
15,hybrid,0.42857142857142855,584.0
15,compact,0.25,585.0
15,hybrid,0.42857142857142855,585.0
15,compact,0.5,586.0
15,hybrid,0.6666666666666666,586.0
15,compact,0.2,587.0
15,hybrid,0.25,587.0
15,compact,0.36363636363636365,588.0
15,hybrid,0.36363636363636365,588.0
15,compact,0.5789473684210527,589.0
15,hybrid,0.5789473684210527,589.0
15,compact,0.30434782608695654,590.0
15,hybrid,0.5789473684210527,590.0
15,compact,0.25,591.0
15,hybrid,0.5789473684210527,591.0
15,compact,0.2,592.0
15,hybrid,0.42857142857142855,592.0
15,compact,0.36363636363636365,593.0
15,hybrid,0.36363636363636365,593.0
15,compact,0.1111111111111111,594.0
15,hybrid,0.30434782608695654,594.0
15,compact,0.36363636363636365,595.0
15,hybrid,0.5,595.0
15,compact,0.6666666666666666,596.0
15,hybrid,0.42857142857142855,596.0
15,compact,0.30434782608695654,597.0
15,hybrid,0.25,597.0
15,compact,0.2,598.0
15,hybrid,0.30434782608695654,598.0
15,compact,0.25,599.0
15,hybrid,0.30434782608695654,599.0
15,compact,0.36363636363636365,600.0
15,hybrid,0.2,600.0
15,compact,0.25,601.0
15,hybrid,0.25,601.0
15,compact,0.42857142857142855,602.0
15,hybrid,0.5,602.0
15,compact,0.42857142857142855,603.0
15,hybrid,0.36363636363636365,603.0
15,compact,0.25,604.0
15,hybrid,0.36363636363636365,604.0
15,compact,0.30434782608695654,605.0
15,hybrid,0.30434782608695654,605.0
15,compact,0.30434782608695654,606.0
15,hybrid,0.42857142857142855,606.0
15,compact,0.36363636363636365,607.0
15,hybrid,0.42857142857142855,607.0
15,compact,0.36363636363636365,608.0
15,hybrid,0.30434782608695654,608.0
15,compact,0.30434782608695654,609.0
15,hybrid,0.30434782608695654,609.0
15,compact,0.25,610.0
15,hybrid,0.25,610.0
15,compact,0.30434782608695654,611.0
15,hybrid,0.25,611.0
15,compact,0.30434782608695654,612.0
15,hybrid,0.30434782608695654,612.0
15,compact,0.2,613.0
15,hybrid,0.42857142857142855,613.0
15,compact,0.07142857142857142,614.0
15,hybrid,0.1111111111111111,614.0
15,compact,0.5,615.0
15,hybrid,0.5789473684210527,615.0
15,compact,0.1111111111111111,616.0
15,hybrid,0.30434782608695654,616.0
15,compact,0.5789473684210527,617.0
15,hybrid,0.5789473684210527,617.0
15,compact,0.30434782608695654,618.0
15,hybrid,0.36363636363636365,618.0
15,compact,0.25,619.0
15,hybrid,0.5789473684210527,619.0
15,compact,0.25,620.0
15,hybrid,0.42857142857142855,620.0
15,compact,0.36363636363636365,621.0
15,hybrid,0.42857142857142855,621.0
15,compact,0.42857142857142855,622.0
15,hybrid,0.36363636363636365,622.0
15,compact,0.2,623.0
15,hybrid,0.1111111111111111,623.0
15,compact,0.15384615384615385,624.0
15,hybrid,0.25,624.0
15,compact,0.2,625.0
15,hybrid,0.36363636363636365,625.0
15,compact,0.30434782608695654,626.0
15,hybrid,0.42857142857142855,626.0
15,compact,0.2,627.0
15,hybrid,0.25,627.0
15,compact,0.36363636363636365,628.0
15,hybrid,0.36363636363636365,628.0
15,compact,0.36363636363636365,629.0
15,hybrid,0.36363636363636365,629.0
15,compact,0.25,630.0
15,hybrid,0.30434782608695654,630.0
15,compact,0.30434782608695654,631.0
15,hybrid,0.36363636363636365,631.0
15,compact,0.25,632.0
15,hybrid,0.25,632.0
15,compact,0.36363636363636365,633.0
15,hybrid,0.30434782608695654,633.0
15,compact,0.15384615384615385,634.0
15,hybrid,0.2,634.0
15,compact,0.42857142857142855,635.0
15,hybrid,0.42857142857142855,635.0
15,compact,0.42857142857142855,636.0
15,hybrid,0.5,636.0
15,compact,0.2,637.0
15,hybrid,0.5,637.0
15,compact,0.30434782608695654,638.0
15,hybrid,0.42857142857142855,638.0
15,compact,0.5,639.0
15,hybrid,0.42857142857142855,639.0
15,compact,0.2,640.0
15,hybrid,0.2,640.0
15,compact,0.42857142857142855,641.0
15,hybrid,0.42857142857142855,641.0
15,compact,0.15384615384615385,642.0
15,hybrid,0.30434782608695654,642.0
15,compact,0.2,643.0
15,hybrid,0.30434782608695654,643.0
15,compact,0.25,644.0
15,hybrid,0.2,644.0
15,compact,0.30434782608695654,645.0
15,hybrid,0.42857142857142855,645.0
15,compact,0.30434782608695654,646.0
15,hybrid,0.42857142857142855,646.0
15,compact,0.36363636363636365,647.0
15,hybrid,0.36363636363636365,647.0
15,compact,0.2,648.0
15,hybrid,0.25,648.0
15,compact,0.5789473684210527,649.0
15,hybrid,0.6666666666666666,649.0
15,compact,0.5,650.0
15,hybrid,0.5,650.0
15,compact,0.2,651.0
15,hybrid,0.30434782608695654,651.0
15,compact,0.30434782608695654,652.0
15,hybrid,0.36363636363636365,652.0
15,compact,0.25,653.0
15,hybrid,0.25,653.0
15,compact,0.36363636363636365,654.0
15,hybrid,0.25,654.0
15,compact,0.25,655.0
15,hybrid,0.25,655.0
15,compact,0.42857142857142855,656.0
15,hybrid,0.30434782608695654,656.0
15,compact,0.25,657.0
15,hybrid,0.2,657.0
15,compact,0.5,658.0
15,hybrid,0.5,658.0
15,compact,0.42857142857142855,659.0
15,hybrid,0.36363636363636365,659.0
15,compact,0.5,660.0
15,hybrid,0.42857142857142855,660.0
15,compact,0.30434782608695654,661.0
15,hybrid,0.42857142857142855,661.0
15,compact,0.36363636363636365,662.0
15,hybrid,0.42857142857142855,662.0
15,compact,0.2,663.0
15,hybrid,0.25,663.0
15,compact,0.36363636363636365,664.0
15,hybrid,0.42857142857142855,664.0
15,compact,0.5789473684210527,665.0
15,hybrid,0.5,665.0
15,compact,0.2,666.0
15,hybrid,0.25,666.0
15,compact,0.1111111111111111,667.0
15,hybrid,0.2,667.0
15,compact,0.30434782608695654,668.0
15,hybrid,0.5,668.0
15,compact,0.5,669.0
15,hybrid,0.36363636363636365,669.0
15,compact,0.30434782608695654,670.0
15,hybrid,0.36363636363636365,670.0
15,compact,0.5,671.0
15,hybrid,0.5,671.0
15,compact,0.5,672.0
15,hybrid,0.36363636363636365,672.0
15,compact,0.15384615384615385,673.0
15,hybrid,0.2,673.0
15,compact,0.2,674.0
15,hybrid,0.25,674.0
15,compact,0.2,675.0
15,hybrid,0.25,675.0
15,compact,0.25,676.0
15,hybrid,0.25,676.0
15,compact,0.42857142857142855,677.0
15,hybrid,0.36363636363636365,677.0
15,compact,0.36363636363636365,678.0
15,hybrid,0.36363636363636365,678.0
15,compact,0.30434782608695654,679.0
15,hybrid,0.2,679.0
15,compact,0.36363636363636365,680.0
15,hybrid,0.2,680.0
15,compact,0.36363636363636365,681.0
15,hybrid,0.25,681.0
15,compact,0.25,682.0
15,hybrid,0.30434782608695654,682.0
15,compact,0.5789473684210527,683.0
15,hybrid,0.36363636363636365,683.0
15,compact,0.42857142857142855,684.0
15,hybrid,0.5,684.0
15,compact,0.5,685.0
15,hybrid,0.36363636363636365,685.0
15,compact,0.25,686.0
15,hybrid,0.2,686.0
15,compact,0.30434782608695654,687.0
15,hybrid,0.30434782608695654,687.0
15,compact,0.30434782608695654,688.0
15,hybrid,0.15384615384615385,688.0
15,compact,0.30434782608695654,689.0
15,hybrid,0.42857142857142855,689.0
15,compact,0.15384615384615385,690.0
15,hybrid,0.2,690.0
15,compact,0.25,691.0
15,hybrid,0.25,691.0
15,compact,0.30434782608695654,692.0
15,hybrid,0.36363636363636365,692.0
15,compact,0.1111111111111111,693.0
15,hybrid,0.25,693.0
15,compact,0.25,694.0
15,hybrid,0.25,694.0
15,compact,0.42857142857142855,695.0
15,hybrid,0.5,695.0
15,compact,0.25,696.0
15,hybrid,0.2,696.0
15,compact,0.36363636363636365,697.0
15,hybrid,0.42857142857142855,697.0
15,compact,0.25,698.0
15,hybrid,0.30434782608695654,698.0
15,compact,0.07142857142857142,699.0
15,hybrid,0.1111111111111111,699.0
15,compact,0.30434782608695654,700.0
15,hybrid,0.36363636363636365,700.0
15,compact,0.2,701.0
15,hybrid,0.25,701.0
15,compact,0.25,702.0
15,hybrid,0.36363636363636365,702.0
15,compact,0.36363636363636365,703.0
15,hybrid,0.36363636363636365,703.0
15,compact,0.36363636363636365,704.0
15,hybrid,0.36363636363636365,704.0
15,compact,0.15384615384615385,705.0
15,hybrid,0.30434782608695654,705.0
15,compact,0.1111111111111111,706.0
15,hybrid,0.2,706.0
15,compact,0.25,707.0
15,hybrid,0.2,707.0
15,compact,0.30434782608695654,708.0
15,hybrid,0.25,708.0
15,compact,0.15384615384615385,709.0
15,hybrid,0.30434782608695654,709.0
15,compact,0.25,710.0
15,hybrid,0.2,710.0
15,compact,0.25,711.0
15,hybrid,0.2,711.0
15,compact,0.15384615384615385,712.0
15,hybrid,0.1111111111111111,712.0
15,compact,0.5789473684210527,713.0
15,hybrid,0.6666666666666666,713.0
15,compact,0.36363636363636365,714.0
15,hybrid,0.5789473684210527,714.0
15,compact,0.034482758620689655,715.0
15,hybrid,0.25,715.0
15,compact,0.25,716.0
15,hybrid,0.25,716.0
15,compact,0.2,717.0
15,hybrid,0.25,717.0
15,compact,0.15384615384615385,718.0
15,hybrid,0.30434782608695654,718.0
15,compact,0.42857142857142855,719.0
15,hybrid,0.36363636363636365,719.0
15,compact,0.5789473684210527,720.0
15,hybrid,0.5789473684210527,720.0
15,compact,0.25,721.0
15,hybrid,0.25,721.0
15,compact,0.36363636363636365,722.0
15,hybrid,0.36363636363636365,722.0
15,compact,0.1111111111111111,723.0
15,hybrid,0.5,723.0
15,compact,0.25,724.0
15,hybrid,0.30434782608695654,724.0
15,compact,0.36363636363636365,725.0
15,hybrid,0.30434782608695654,725.0
15,compact,0.25,726.0
15,hybrid,0.25,726.0
15,compact,0.2,727.0
15,hybrid,0.25,727.0
15,compact,0.25,728.0
15,hybrid,0.15384615384615385,728.0
15,compact,0.5,729.0
15,hybrid,0.42857142857142855,729.0
15,compact,0.1111111111111111,730.0
15,hybrid,0.42857142857142855,730.0
15,compact,0.2,731.0
15,hybrid,0.42857142857142855,731.0
15,compact,0.25,732.0
15,hybrid,0.2,732.0
15,compact,0.2,733.0
15,hybrid,0.15384615384615385,733.0
15,compact,0.30434782608695654,734.0
15,hybrid,0.25,734.0
15,compact,0.5,735.0
15,hybrid,0.5789473684210527,735.0
15,compact,0.5789473684210527,736.0
15,hybrid,0.5,736.0
15,compact,0.30434782608695654,737.0
15,hybrid,0.30434782608695654,737.0
15,compact,0.2,738.0
15,hybrid,0.30434782608695654,738.0
15,compact,0.36363636363636365,739.0
15,hybrid,0.42857142857142855,739.0
15,compact,0.1111111111111111,740.0
15,hybrid,0.36363636363636365,740.0
15,compact,0.30434782608695654,741.0
15,hybrid,0.30434782608695654,741.0
15,compact,0.42857142857142855,742.0
15,hybrid,0.42857142857142855,742.0
15,compact,0.30434782608695654,743.0
15,hybrid,0.2,743.0
15,compact,0.25,744.0
15,hybrid,0.30434782608695654,744.0
15,compact,0.25,745.0
15,hybrid,0.15384615384615385,745.0
15,compact,0.30434782608695654,746.0
15,hybrid,0.5,746.0
15,compact,0.36363636363636365,747.0
15,hybrid,0.42857142857142855,747.0
15,compact,0.2,748.0
15,hybrid,0.2,748.0
15,compact,0.30434782608695654,749.0
15,hybrid,0.5,749.0
15,compact,0.07142857142857142,750.0
15,hybrid,0.15384615384615385,750.0
15,compact,0.15384615384615385,751.0
15,hybrid,0.25,751.0
15,compact,0.30434782608695654,752.0
15,hybrid,0.2,752.0
15,compact,0.25,753.0
15,hybrid,0.25,753.0
15,compact,0.30434782608695654,754.0
15,hybrid,0.25,754.0
15,compact,0.5,755.0
15,hybrid,0.6666666666666666,755.0
15,compact,0.25,756.0
15,hybrid,0.25,756.0
15,compact,0.2,757.0
15,hybrid,0.30434782608695654,757.0
15,compact,0.5,758.0
15,hybrid,0.42857142857142855,758.0
15,compact,0.30434782608695654,759.0
15,hybrid,0.15384615384615385,759.0
15,compact,0.6666666666666666,760.0
15,hybrid,0.5789473684210527,760.0
15,compact,0.30434782608695654,761.0
15,hybrid,0.30434782608695654,761.0
15,compact,0.30434782608695654,762.0
15,hybrid,0.36363636363636365,762.0
15,compact,0.2,763.0
15,hybrid,0.30434782608695654,763.0
15,compact,0.36363636363636365,764.0
15,hybrid,0.5,764.0
15,compact,0.15384615384615385,765.0
15,hybrid,0.1111111111111111,765.0
15,compact,0.15384615384615385,766.0
15,hybrid,0.15384615384615385,766.0
15,compact,0.25,767.0
15,hybrid,0.25,767.0
15,compact,0.25,768.0
15,hybrid,0.30434782608695654,768.0
15,compact,0.42857142857142855,769.0
15,hybrid,0.36363636363636365,769.0
15,compact,0.30434782608695654,770.0
15,hybrid,0.30434782608695654,770.0
15,compact,0.15384615384615385,771.0
15,hybrid,0.25,771.0
15,compact,0.42857142857142855,772.0
15,hybrid,0.5,772.0
15,compact,0.36363636363636365,773.0
15,hybrid,0.5,773.0
15,compact,0.5,774.0
15,hybrid,0.5789473684210527,774.0
15,compact,0.6666666666666666,775.0
15,hybrid,0.5789473684210527,775.0
15,compact,0.25,776.0
15,hybrid,0.2,776.0
15,compact,0.30434782608695654,777.0
15,hybrid,0.30434782608695654,777.0
15,compact,0.30434782608695654,778.0
15,hybrid,0.36363636363636365,778.0
15,compact,0.15384615384615385,779.0
15,hybrid,0.2,779.0
15,compact,0.25,780.0
15,hybrid,0.36363636363636365,780.0
15,compact,0.15384615384615385,781.0
15,hybrid,0.15384615384615385,781.0
15,compact,0.2,782.0
15,hybrid,0.30434782608695654,782.0
15,compact,0.15384615384615385,783.0
15,hybrid,0.36363636363636365,783.0
15,compact,0.5,784.0
15,hybrid,0.5789473684210527,784.0
15,compact,0.15384615384615385,785.0
15,hybrid,0.30434782608695654,785.0
15,compact,0.25,786.0
15,hybrid,0.25,786.0
15,compact,0.36363636363636365,787.0
15,hybrid,0.30434782608695654,787.0
15,compact,0.5,788.0
15,hybrid,0.36363636363636365,788.0
15,compact,0.25,789.0
15,hybrid,0.25,789.0
15,compact,0.42857142857142855,790.0
15,hybrid,0.42857142857142855,790.0
15,compact,0.1111111111111111,791.0
15,hybrid,0.1111111111111111,791.0
15,compact,0.25,792.0
15,hybrid,0.36363636363636365,792.0
15,compact,0.36363636363636365,793.0
15,hybrid,0.36363636363636365,793.0
15,compact,0.5,794.0
15,hybrid,0.42857142857142855,794.0
15,compact,0.5,795.0
15,hybrid,0.42857142857142855,795.0
15,compact,0.5,796.0
15,hybrid,0.5,796.0
15,compact,0.30434782608695654,797.0
15,hybrid,0.36363636363636365,797.0
15,compact,0.42857142857142855,798.0
15,hybrid,0.42857142857142855,798.0
15,compact,0.25,799.0
15,hybrid,0.36363636363636365,799.0
15,compact,0.36363636363636365,800.0
15,hybrid,0.36363636363636365,800.0
15,compact,0.42857142857142855,801.0
15,hybrid,0.5,801.0
15,compact,0.2,802.0
15,hybrid,0.2,802.0
15,compact,0.034482758620689655,803.0
15,hybrid,0.07142857142857142,803.0
15,compact,0.30434782608695654,804.0
15,hybrid,0.5,804.0
15,compact,0.25,805.0
15,hybrid,0.25,805.0
15,compact,0.2,806.0
15,hybrid,0.36363636363636365,806.0
15,compact,0.36363636363636365,807.0
15,hybrid,0.30434782608695654,807.0
15,compact,0.36363636363636365,808.0
15,hybrid,0.25,808.0
15,compact,0.5,809.0
15,hybrid,0.42857142857142855,809.0
15,compact,0.42857142857142855,810.0
15,hybrid,0.5,810.0
15,compact,0.36363636363636365,811.0
15,hybrid,0.42857142857142855,811.0
15,compact,0.2,812.0
15,hybrid,0.25,812.0
15,compact,0.30434782608695654,813.0
15,hybrid,0.36363636363636365,813.0
15,compact,0.36363636363636365,814.0
15,hybrid,0.2,814.0
15,compact,0.2,815.0
15,hybrid,0.30434782608695654,815.0
15,compact,0.07142857142857142,816.0
15,hybrid,0.1111111111111111,816.0
15,compact,0.2,817.0
15,hybrid,0.30434782608695654,817.0
15,compact,0.2,818.0
15,hybrid,0.2,818.0
15,compact,0.42857142857142855,819.0
15,hybrid,0.30434782608695654,819.0
15,compact,0.2,820.0
15,hybrid,0.2,820.0
15,compact,0.36363636363636365,821.0
15,hybrid,0.42857142857142855,821.0
15,compact,0.2,822.0
15,hybrid,0.2,822.0
15,compact,0.2,823.0
15,hybrid,0.30434782608695654,823.0
15,compact,0.36363636363636365,824.0
15,hybrid,0.30434782608695654,824.0
15,compact,0.30434782608695654,825.0
15,hybrid,0.42857142857142855,825.0
15,compact,0.36363636363636365,826.0
15,hybrid,0.25,826.0
15,compact,0.2,827.0
15,hybrid,0.15384615384615385,827.0
15,compact,0.2,828.0
15,hybrid,0.2,828.0
15,compact,0.1111111111111111,829.0
15,hybrid,0.25,829.0
15,compact,0.2,830.0
15,hybrid,0.15384615384615385,830.0
15,compact,0.25,831.0
15,hybrid,0.42857142857142855,831.0
15,compact,0.1111111111111111,832.0
15,hybrid,0.1111111111111111,832.0
15,compact,0.5,833.0
15,hybrid,0.5789473684210527,833.0
15,compact,0.2,834.0
15,hybrid,0.25,834.0
15,compact,0.30434782608695654,835.0
15,hybrid,0.25,835.0
15,compact,0.5,836.0
15,hybrid,0.5,836.0
15,compact,0.2,837.0
15,hybrid,0.5789473684210527,837.0
15,compact,0.2,838.0
15,hybrid,0.2,838.0
15,compact,0.25,839.0
15,hybrid,0.30434782608695654,839.0
15,compact,0.30434782608695654,840.0
15,hybrid,0.25,840.0
15,compact,0.36363636363636365,841.0
15,hybrid,0.30434782608695654,841.0
15,compact,0.25,842.0
15,hybrid,0.36363636363636365,842.0
15,compact,0.36363636363636365,843.0
15,hybrid,0.36363636363636365,843.0
15,compact,0.30434782608695654,844.0
15,hybrid,0.2,844.0
15,compact,0.30434782608695654,845.0
15,hybrid,0.30434782608695654,845.0
15,compact,0.36363636363636365,846.0
15,hybrid,0.25,846.0
15,compact,0.15384615384615385,847.0
15,hybrid,0.30434782608695654,847.0
15,compact,0.25,848.0
15,hybrid,0.36363636363636365,848.0
15,compact,0.36363636363636365,849.0
15,hybrid,0.5,849.0
15,compact,0.5789473684210527,850.0
15,hybrid,0.5,850.0
15,compact,0.15384615384615385,851.0
15,hybrid,0.1111111111111111,851.0
15,compact,0.2,852.0
15,hybrid,0.2,852.0
15,compact,0.5,853.0
15,hybrid,0.42857142857142855,853.0
15,compact,0.15384615384615385,854.0
15,hybrid,0.15384615384615385,854.0
15,compact,0.15384615384615385,855.0
15,hybrid,0.2,855.0
15,compact,0.2,856.0
15,hybrid,0.25,856.0
15,compact,0.07142857142857142,857.0
15,hybrid,0.1111111111111111,857.0
15,compact,0.36363636363636365,858.0
15,hybrid,0.36363636363636365,858.0
15,compact,0.42857142857142855,859.0
15,hybrid,0.25,859.0
15,compact,0.42857142857142855,860.0
15,hybrid,0.36363636363636365,860.0
15,compact,0.1111111111111111,861.0
15,hybrid,0.30434782608695654,861.0
15,compact,0.2,862.0
15,hybrid,0.2,862.0
15,compact,0.25,863.0
15,hybrid,0.30434782608695654,863.0
15,compact,0.30434782608695654,864.0
15,hybrid,0.30434782608695654,864.0
15,compact,0.15384615384615385,865.0
15,hybrid,0.25,865.0
15,compact,0.36363636363636365,866.0
15,hybrid,0.42857142857142855,866.0
15,compact,0.5,867.0
15,hybrid,0.42857142857142855,867.0
15,compact,0.42857142857142855,868.0
15,hybrid,0.5,868.0
15,compact,0.1111111111111111,869.0
15,hybrid,0.1111111111111111,869.0
15,compact,0.30434782608695654,870.0
15,hybrid,0.42857142857142855,870.0
15,compact,0.5789473684210527,871.0
15,hybrid,0.5,871.0
15,compact,0.30434782608695654,872.0
15,hybrid,0.25,872.0
15,compact,0.5789473684210527,873.0
15,hybrid,0.6666666666666666,873.0
15,compact,0.25,874.0
15,hybrid,0.30434782608695654,874.0
15,compact,0.30434782608695654,875.0
15,hybrid,0.36363636363636365,875.0
15,compact,0.5789473684210527,876.0
15,hybrid,0.42857142857142855,876.0
15,compact,0.30434782608695654,877.0
15,hybrid,0.30434782608695654,877.0
15,compact,0.15384615384615385,878.0
15,hybrid,0.15384615384615385,878.0
15,compact,0.30434782608695654,879.0
15,hybrid,0.5,879.0
15,compact,0.36363636363636365,880.0
15,hybrid,0.42857142857142855,880.0
15,compact,0.36363636363636365,881.0
15,hybrid,0.36363636363636365,881.0
15,compact,0.30434782608695654,882.0
15,hybrid,0.30434782608695654,882.0
15,compact,0.30434782608695654,883.0
15,hybrid,0.36363636363636365,883.0
15,compact,0.30434782608695654,884.0
15,hybrid,0.30434782608695654,884.0
15,compact,0.30434782608695654,885.0
15,hybrid,0.30434782608695654,885.0
15,compact,0.42857142857142855,886.0
15,hybrid,0.6666666666666666,886.0
15,compact,0.42857142857142855,887.0
15,hybrid,0.5,887.0
15,compact,0.5,888.0
15,hybrid,0.5,888.0
15,compact,0.42857142857142855,889.0
15,hybrid,0.42857142857142855,889.0
15,compact,0.25,890.0
15,hybrid,0.36363636363636365,890.0
15,compact,0.36363636363636365,891.0
15,hybrid,0.5,891.0
15,compact,0.5,892.0
15,hybrid,0.42857142857142855,892.0
15,compact,0.42857142857142855,893.0
15,hybrid,0.42857142857142855,893.0
15,compact,0.30434782608695654,894.0
15,hybrid,0.36363636363636365,894.0
15,compact,0.25,895.0
15,hybrid,0.36363636363636365,895.0
15,compact,0.2,896.0
15,hybrid,0.2,896.0
15,compact,0.25,897.0
15,hybrid,0.25,897.0
15,compact,0.5,898.0
15,hybrid,0.5789473684210527,898.0
15,compact,0.42857142857142855,899.0
15,hybrid,0.5789473684210527,899.0
15,compact,0.42857142857142855,900.0
15,hybrid,0.5,900.0
15,compact,0.30434782608695654,901.0
15,hybrid,0.30434782608695654,901.0
15,compact,0.5,902.0
15,hybrid,0.42857142857142855,902.0
15,compact,0.30434782608695654,903.0
15,hybrid,0.42857142857142855,903.0
15,compact,0.42857142857142855,904.0
15,hybrid,0.5,904.0
15,compact,0.25,905.0
15,hybrid,0.30434782608695654,905.0
15,compact,0.5789473684210527,906.0
15,hybrid,0.5,906.0
15,compact,0.25,907.0
15,hybrid,0.25,907.0
15,compact,0.36363636363636365,908.0
15,hybrid,0.36363636363636365,908.0
15,compact,0.15384615384615385,909.0
